Joke,Category,Likes,Dislikes,Like%
Why is christmas just like the day at the office? You do all the work and the fat guy with the suit gets all the credit.,office-jokes,153,143,0.5168919
While visiting a friend in the hospital^ a young man notices several pretty nurses^ each one of them wearing a pin designed to look like an apple. “What does the pin signify?” he asks one of them. “Oh! Nothing^” she says with a chuckle^ “we just use it to keep the doctors away.”,office-jokes,148,71,0.6757991
What do you call a bench full of white people? The NBA!,office-jokes,142,172,0.4522293
If debugging is the process of removing software bugs^ then programming must be the process of putting them in.,office-jokes,108,145,0.42687747
What is the difference between a waitress who works in a strip club and an actual stripper? About two weeks.,office-jokes,98,97,0.50256413
A dentist told a mother^ "I'm sorry madam^ but I'll have to charge you a $100 for pulling your boy's tooth." The mother exclaimed^ "A $100! You said it was only $20!" "Yes^" replied the dentist^ "but he yelled so loudly that he scared four other patients out of the office!",office-jokes,92,124,0.42592594
What can a goose do that a duck can't^ but a lawyer should? Shove its bill up its ass!,office-jokes,92,74,0.55421686
If an accountant's spouse cannot sleep^ what is the best cure? Ask the accountant to talk about their work.,office-jokes,88,72,0.55
Why can't designated hitters bake pancakes? They also forget the batter.,office-jokes,78,260,0.23076923
How can you tell when an engineer is an extrovert. He stares at YOUR shoes while he talks to you.,office-jokes,64,119,0.34972677
Why are proctologists so gloomy? They always have the end in sight.,office-jokes,63,50,0.5575221
We've been reading in the papers lately about terrible cruelty someone is causing to our winged friends by the shore^ as many Pelicans have been found with their beaks cut off. Police suspect a local bill collector is behind it all.,office-jokes,63,159,0.2837838
Do you know what happens if you piss of a pilot? He takes off.,office-jokes,57,122,0.31843576
What did the fireman name his two sons? Jose and Jose B.,office-jokes,56,180,0.23728813
They say what happens in Vegas stays in Vegas^ but lawyers can find you anywhere.,office-jokes,52,112,0.31707317
A Guy urgently needed a few days off work^ But^ he knew the Boss would not allow him to leave. he thought that maybe if he acted "Crazy" Then he would tell him to take a few days off. So^ he hung upside-down on the ceiling & Made funny noises. His co-worker (who's blonde)! asked him what he was doing. He told her that he was pretending to be a light bulb^ So^ that the Boss might think he was "Crazy" & give him a few days off. A few minutes later the Boss came into the office and asked^ "What are you doing?" He told him he was a light bulb. He said^ "You are clearly stressed out." Go home & recuperate for a couple of days." He jumped down & walked out of the office... When his co-worker (the blonde) followed him^ The Boss asked her "...And where do you think you're going?!" She said^ "I'm going home too^ I can't work in the dark!!,office-jokes,43,24,0.64179105
Why was the civil engineer's relationship so unstable? Because there was no truss left!,office-jokes,41,106,0.27891156
An old woman walked into a dentist's office^ took off all her clothes and spread her legs. The dentist said^ ''I think you have the wrong room.'' ''You put in my husband's teeth last week^" she replied. "Now you have to remove them.",office-jokes,37,19,0.66071427
Guy calls in to his Boss: Worker: I can't come to work today. I'm sick Boss: Oh yea! What's wrong with you now? Worker: I have anal glaucoma. Boss: What the hell is that? Worker: I just can't see my ass working today.,office-jokes,15,7,0.6818182
Mahatma Gandhi often walked barefoot which produced an impressive set of callouses on his feet. He also ate very little^ making him rather frail and with his odd diet he often suffered from bad breath. This made him a super calloused fragile mystic hexed with halitosis.,political-jokes,730,614,0.5431548
After numerous rounds of^ "We don't know if Osama is still alive^" Osama himself decided to send Ted Kennedy a letter in his own handwriting to let him know he was still in the game. Kennedy opened the letter which appeared to contain a single line of coded message^ 370HSSV-0773H. Kennedy was baffled^ so he e-mailed it to John Kerry. Kerry and his aides had no clue either^ so they sent it to the FBI. Noone could solve it at the FBI^ so it went to the CIA^ then to the NSA. With no clue as to its meaning^ the FBI finally asked Marine Corps Intelligence for help. Within a few seconds the Marine Corps cabled back with this reply^ "Tell Kennedy he's holding the message upside down.",political-jokes,513,56,0.9015817
George W. Bush and his VP running mate^ Dick Cheney^ were talking^ when George W. said^ "I hate all the dumb jokes people tell about me." Wise Old Cheney^ feeling sorry for his old boss^ said sage-like^ "Oh^ they are only jokes. There are a lot of stupid people out there. Here^ I'll prove it to you." Cheney took George W. outside and hailed a taxi driver. "Please take me to 29 Nickel Street to see if I'm home^" said Cheney. The cab driver^ without saying a word^ drove them to Nickel Street^ and when they finally got out^ Cheney looked at George W. and said^ "See! That guy was really stupid!" "No kidding^" replied George W.^ "There was a pay phone just around the corner. You could have called instead.",political-jokes,441,487,0.47521552
Q: What do you call a lawyer who has gone bad? A: Senator.,political-jokes,432,489,0.46905538
Bill Clinton and the Pope both died on the same day. Due to a minor clerical error^ the Pope went to Hell^ while Clinton went to Heaven. When the Pope arrived in Hell^ everyone realized the mistake. Due to an issue with the union^ they couldn't swap the two until the next day^ and the Pope had to spend the night in Hell^ while Clinton spent the night in Heaven. The next day the paperwork got worked out. On his way up to Heaven^ the Pope ran into Clinton. Clinton asked the Pope^ "How was your night in Hell?" "Very educational^" responded the Pope. "I've learned a lot from the experience^ but now I'm glad I'm going to Heaven. I've been waiting all my life to meet the Virgin Mary." "Ooh^ sorry^" said Clinton^ "you should have been there yesterday.",political-jokes,423,164,0.7206133
Monica Lewinsky walks into the dry cleaners. The old man behind the counter is hard of hearing and doesn't understand her request^ so he says^ "Come again." Monica responds^ "No^ this time it's mustard.",political-jokes,416,200,0.6753247
What happens when you give a politician Viagra? He gets taller.,political-jokes,405,454,0.47147846
Bill Clinton is no longer playing the saxophone. He is now playing the whore-Monica.,political-jokes,398,342,0.53783786
The NSA: a government organization that actually listens to you!,political-jokes,373,106,0.77870566
Q: What do you call a lawyer with an IQ of 100? A: Your Honor. Q: What do you call a lawyer with an IQ of 50? A: Senator.,political-jokes,372,103,0.7831579
Q: Whats the difference between a politician and a snail? A: One is slimy^ a pest^ and leaves a trail everywhere and the other is a snail.,political-jokes,370,267,0.58084774
A Scotsman who was driving home one night^ ran into a car driven by an Englishman. The Scotsman got out of the car to apologize and offered the Englishman a drink from a bottle of whisky. The Englishman was glad to have a drink. "Go on^" said the Scot^ "have another drink." The Englishman drank gratefully. "But don't you want one^ too?" he asked the Scotsman. "Perhaps^" replied the Scotsman^ "after the police have gone.",political-jokes,330,63,0.8396947
It was so cold today^ a Democrat had his hands in his own pockets!,political-jokes,277,105,0.7251309
Hillary Clinton has finally announced she will be running for President. Yes^ finally. She says this is a great step forward for all women... who happen to be married to a former president.,political-jokes,274,343,0.4440843
Q: What did Gandhi say to the British^ after they asked him to move? A: Nah^ mastay.,political-jokes,261,193,0.57488984
What do you get when you cross a corrupt lawyer with a crooked politician? Chelsea Clinton.,political-jokes,256,144,0.64
